ID,WEIGHT,LENGTH
20194654,4.24,39.7
20194655,2.43,36.9
20194656,4.725,48.7
20194657,4.5,46.7
20194658,2.2,31.4
20194659,2.375,33.0
20194660,3.06,44.3
20194661,3.175,37.1
20194662,5.25,46.7
20194663,1.05,30.7
20194664,5.75,48.0
20194665,2.5,33.0
20194666,4.875,54.4
20194667,3.27,40.0
20194668,2.75,35.5
20194669,3.5,34.9
20194670,3.29,42.0
20194671,1.92,32.6
20194672,3.055,41.5
20194673,1.5,30.7
20194674,4.5,42.0
20194675,1.09,28.9
20194676,2.03,31.2
20194677,1.415,30.0
20194678,3.2,41.8
20194679,1.23,31.1
20194680,7.75,49.6
20194681,3.43,40.2
20194682,1.275,29.3
20194683,3.5,42.5
20194684,2.305,31.1
20194685,2.05,36.4
20194686,2.375,36.0
20194687,1.695,30.5
20194688,3.05,38.9
20194689,2.55,35.6
20194690,1.82,30.0
20194691,3.29,39.5
20194692,4.5,36.5
20194693,5.55,46.8
20194694,3.13,40.5
20194695,2.375,34.7
20194696,3.325,33.5
20194697,9.0,57.0
20194698,6.25,47.8
20194699,1.15,27.2
20194700,2.605,40.2
20194701,6.5,49.0
20194702,2.75,38.0
20194703,2.67,35.8
20194704,4.91,49.0
20194705,2.875,39.7
20194706,2.37,32.6
20194707,3.8,40.9
20194708,7.455,54.2
20194709,2.595,34.5
20194710,4.0,43.2
20194711,6.13,47.0
20194712,5.75,49.0
20194713,1.725,31.2
20194714,1.96,32.5
20194715,1.04,29.1
20194716,3.94,36.7
20194717,6.75,59.8
20194718,2.53,36.3
20194719,1.735,33.4
20194720,4.0,42.3
20194721,11.125,60.5
20194722,5.235,47.4
20194723,2.5,35.1
20194724,1.91,35.5
20194725,4.225,43.2
20194726,6.96,53.6
20194727,4.75,45.2
20194728,2.295,32.6
20194729,4.8,44.0
20194730,3.75,45.3
20194731,5.83,46.2
20194732,6.125,50.0
20194733,2.75,35.4
20194734,3.78,41.0
20194735,5.035,45.8
20194736,3.625,44.3
20194737,8.0,51.0
20194738,4.765,44.5
20194739,3.375,40.1
20194740,1.655,34.9
20194741,3.6,40.4
20194742,3.545,43.3
20194743,5.015,48.3
20194744,2.085,33.0
20194745,4.55,44.1
20194746,1.295,31.2
20194747,1.65,29.2
20194748,2.25,32.9
20194749,6.065,50.3
20194750,6.7,50.6
20194751,4.2,42.8
20194752,1.75,29.5
20194753,7.17,51.5
20194754,4.625,45.7
20194755,4.335,43.2
20194756,1.83,31.9
20194757,4.4,37.9
20194758,1.6,32.2
20194759,3.725,44.5
20194760,4.0,38.7
20194761,3.4,37.0
20194762,5.265,47.7
20194763,4.45,40.0
20194764,6.9,50.2
20194765,4.855,46.9
20194766,3.9,36.4
20194767,1.5,29.4
20194768,1.275,32.4
20194769,5.8,51.4
20194770,4.845,50.4
20194771,5.3,45.7
20194772,2.355,35.5
20194773,2.775,32.1
20194774,5.75,48.5
20194775,14.375,60.9
20194776,1.7,28.9
20194777,3.45,36.5
20194778,2.5,37.4
20194779,5.725,36.7
20194780,1.255,30.2
20194781,2.63,39.2
20194782,3.075,37.1
20194783,2.915,38.7
20194784,1.5,26.0
20194785,2.6,40.1
20194786,2.385,33.4
20194787,3.055,35.0
20194788,2.06,33.5
20194789,1.0,23.6
20194790,4.0,42.0
20194791,5.45,40.3
20194792,2.625,38.4
20194793,2.665,37.3
20194794,1.95,27.0
20194795,1.75,27.5
20194796,3.07,37.9
20194797,5.45,44.6
20194798,2.115,33.5
20194799,2.375,35.4
20194800,1.09,27.2
20194801,1.5,29.6
20194802,7.0,51.7
20194803,3.26,33.8
20194804,1.18,28.2
20194805,1.485,28.7
20194806,2.5,34.6
20194807,2.145,37.9
20194808,3.25,37.3
20194809,11.35,57.0
20194810,5.975,49.0
20194811,2.3,35.0
20194812,2.275,32.6
20194813,1.31,35.0
20194814,1.805,30.3
20194815,2.75,39.5
20194816,2.375,33.1
20194817,3.35,37.1
20194818,15.875,70.5
20194819,3.11,41.8
20194820,5.775,50.6
20194821,2.15,35.7
20194822,2.75,37.5
20194823,1.975,30.4
20194824,10.2,56.7
20194825,5.45,38.9
20194826,3.125,39.6
20194827,1.1,25.4
20194828,2.2,29.9
20194829,4.125,42.7
20194830,2.5,37.8
20194831,1.2,28.3
20194832,4.585,48.3
20194833,3.5,40.6
20194834,1.26,29.6
20194835,3.7,38.5
20194836,4.5,44.1
20194837,2.125,35.5
20194838,4.5,48.7
20194839,10.1,47.5
20194840,2.08,32.4
20194841,2.0,29.5
20194842,3.605,41.9
20194843,2.25,30.6
20194844,2.85,36.4
20194845,3.77,43.8
20194846,2.165,31.8
20194847,7.1,48.8
20194848,3.275,37.0
20194849,2.625,38.2
20194850,2.75,35.4
20194851,5.575,49.8
20194852,2.25,35.7
20194853,3.575,42.0
20194854,1.94,30.5
20194855,9.46,60.0
20194856,1.6,30.2
20194857,1.8,28.7
20194858,1.15,29.9
20194859,2.865,35.5
20194860,4.22,44.0
20194861,3.25,36.8
20194862,1.025,28.5
20194863,2.375,32.8
20194864,2.98,38.9
20194865,4.2,35.2
20194866,9.39,53.7
20194867,5.12,43.9
20194868,1.665,30.3
20194869,3.25,36.7
20194870,7.75,57.1
20194871,1.75,30.0
20194872,2.39,34.0
20194873,1.25,29.1
20194874,1.985,34.2
20194875,2.77,38.3
20194876,3.0,37.4
20194877,2.43,36.1
20194878,2.005,32.0
20194879,2.5,37.4
20194880,3.22,37.4
20194881,5.25,39.5
20194882,1.7,31.2
20194883,9.095,55.1
20194884,3.25,37.7
20194885,4.625,42.3
20194886,2.87,39.5
20194887,11.695,50.2
20194888,3.95,46.2
20194889,2.29,35.7
20194890,3.725,43.2
20194891,2.45,31.5
20194892,2.72,38.5
20194893,4.105,46.4
20194894,4.875,43.7
20194895,5.75,52.2
20194896,3.625,40.0
20194897,3.615,42.2
20194898,7.0,49.3
20194899,4.775,38.9
20194900,4.02,43.0
20194901,2.575,40.1
20194902,13.825,60.4
20194903,2.9,39.0
20194904,4.135,44.0
20194905,3.025,38.0
20194906,5.565,52.1
20194907,4.875,44.8
20194908,1.5,31.5
20194909,2.73,37.2
20194910,4.375,44.0
20194911,4.0,44.6
20194912,5.425,38.1
20194913,5.25,47.7
20194914,3.9,34.2
20194915,2.9,40.6
20194916,2.75,38.8
20194917,2.94,39.8
20194918,4.095,42.2
20194919,1.545,29.7
20194920,5.705,46.5
20194921,2.375,34.6
20194922,1.055,27.5
20194923,3.82,40.4
20194924,1.875,28.0
20194925,5.5,47.5
20194926,3.95,36.4
20194927,2.225,32.0
20194928,2.13,34.2
20194929,1.25,27.4
20194930,3.225,42.0
20194931,2.77,35.7
20194932,2.25,36.1
20194933,6.95,53.2
20194934,7.58,54.2
20194935,6.535,45.8
20194936,3.965,48.0
20194937,5.505,49.3
20194938,5.35,45.2
20194939,4.865,45.5
20194940,4.25,42.7
20194941,2.195,36.6
20194942,4.35,46.0
20194943,4.375,48.8
20194944,1.45,29.5
20194945,4.875,44.6
20194946,1.57,28.5
20194947,4.5,43.2
20194948,4.565,44.8
20194949,4.5,48.7
20194950,7.0,49.0
20194951,3.665,42.0
20194952,6.65,50.3
20194953,2.285,33.4
20194954,19.05,66.2
20194955,5.625,46.1
20194956,2.145,34.5
20194957,1.475,35.0
20194958,8.33,51.9
20194959,2.31,33.4
20194960,2.815,35.7
20194961,7.95,43.6
20194962,3.1,35.1
20194963,3.375,45.4
20194964,3.125,36.0
20194965,3.15,33.3
20194966,7.375,54.6
20194967,3.25,38.3
20194968,5.3,44.0
20194969,4.275,42.5
20194970,3.6,44.1
20194971,4.24,42.4
20194972,4.25,43.6
20194973,3.2,35.1
20194974,5.5,46.9
20194975,1.64,36.0
20194976,1.9,30.0
20194977,5.03,46.3
20194978,1.25,30.9
20194979,4.575,44.2
20194980,2.9,40.5
20194981,1.955,31.5
20194982,5.0,43.9
20194983,4.75,43.0
20194984,1.075,23.8
20194985,7.15,51.7
20194986,3.95,41.0
20194987,3.66,42.8
20194988,1.275,27.5
20194989,2.135,36.5
20194990,3.215,42.1
20194991,2.165,32.5
20194992,4.755,45.5
20194993,2.0,30.3
20194994,2.7,36.8
20194995,3.625,40.0
20194996,7.125,50.2
20194997,2.45,37.1
20194998,8.25,57.1
20194999,1.61,29.0
20195000,2.92,45.5
20195001,3.775,36.0
20195002,2.41,32.8
20195003,3.17,37.9
20195004,1.005,27.6
20195005,3.4,33.4
20195006,1.3,22.0
20195007,8.8,53.0
20195008,2.395,35.2
20195009,2.375,36.0
20195010,7.95,54.1
20195011,7.5,57.3
20195012,2.075,32.8
20195013,8.39,53.5
20195014,1.065,28.5
20195015,2.5,37.2
20195016,3.4,36.2
20195017,4.725,41.2
20195018,2.855,36.9
20195019,1.845,30.0
20195020,1.475,28.9
20195021,2.5,30.8
20195022,2.375,35.7
20195023,4.325,42.2
20195024,2.63,37.1
20195025,2.01,34.5
20195026,2.875,35.0
20195027,4.2,41.5
20195028,4.75,43.8
20195029,7.85,50.0
20195030,1.45,33.0
20195031,2.005,31.6
20195032,4.87,44.7
20195033,1.25,21.9
20195034,2.515,37.2
20195035,5.685,51.5
20195036,4.625,43.4
20195037,5.25,38.2
20195038,5.885,50.4
20195039,1.48,30.5
20195040,4.13,39.7
20195041,3.3,33.4
20195042,4.565,43.5
20195043,3.55,34.3
20195044,5.655,45.3
20195045,3.78,45.7
20195046,2.015,31.9
20195047,2.02,35.7
20195048,1.61,29.5
20195049,4.05,35.0
20195050,2.825,39.0
20195051,2.61,35.7
20195052,2.87,40.0
20195053,5.65,47.0
20195054,3.0,35.3
20195055,2.295,33.5
20195056,4.125,43.6
20195057,5.36,45.6
20195058,6.14,55.0
20195059,4.925,43.1
20195060,2.56,38.8
20195061,1.465,31.5
20195062,1.19,27.9
20195063,1.805,30.0
20195064,6.39,56.3
20195065,4.735,45.5
20195066,1.74,32.1
20195067,3.25,41.9
20195068,4.475,38.7
20195069,2.62,39.3
20195070,2.91,34.0
20195071,3.775,39.8
20195072,4.625,44.8
20195073,4.49,43.0
20195074,2.58,38.8
20195075,1.13,28.5
20195076,2.2,36.1
20195077,3.625,41.2
20195078,3.49,41.0
20195079,15.75,63.0
20195080,5.275,45.8
20195081,3.225,34.9
20195082,3.5,36.6
20195083,4.8,46.5
20195084,2.815,37.0
20195085,6.375,52.5
20195086,4.555,39.4
20195087,3.375,34.2
20195088,4.5,42.5
20195089,2.5,35.5
20195090,5.0,47.6
20195091,3.1,34.0
20195092,3.125,44.2
20195093,3.5,35.3
20195094,4.35,41.6
20195095,1.59,29.7
20195096,16.0,66.5
20195097,3.8,42.3
20195098,1.01,26.3
20195099,5.5,47.3
20195100,1.7,25.7
20195101,4.875,45.9
20195102,1.81,33.0
20195103,3.085,40.0
20195104,2.0,31.7
20195105,1.06,28.6
20195106,1.625,31.0
20195107,3.895,36.9
20195108,4.3,39.5
20195109,1.85,30.0
20195110,6.0,49.5
20195111,3.0,39.8
20195112,1.895,36.6
20195113,1.965,33.8
20195114,5.78,49.8
20195115,4.25,46.0
20195116,4.55,46.2
20195117,1.925,33.1
20195118,4.075,37.1
20195119,7.95,50.4
20195120,2.5,36.9
20195121,2.655,34.4
20195122,4.0,35.4
20195123,3.175,37.4
20195124,4.75,38.4
20195125,1.75,29.0
20195126,2.33,32.8
20195127,4.225,44.5
20195128,3.75,39.6
20195129,4.48,37.5
20195130,7.0,49.7
20195131,1.25,28.2
20195132,3.01,37.0
20195133,3.71,42.9
20195134,3.75,45.1
20195135,3.135,37.4
20195136,2.815,34.4
20195137,2.0,32.4
20195138,4.44,40.5
20195139,5.3,49.3
20195140,6.545,50.1
20195141,5.2,38.5
20195142,10.25,54.5
20195143,4.535,48.0
20195144,4.4,37.5
20195145,2.0,32.2
20195146,1.875,32.0
20195147,2.125,30.0
20195148,1.125,29.9
20195149,2.205,32.0
20195150,2.5,33.7
20195151,2.1,32.1
20195152,5.115,43.2
20195153,4.0,40.8
20195154,4.375,45.3
20195155,5.555,44.2
20195156,5.62,50.0
20195157,1.3,30.0
20195158,2.88,40.9
20195159,4.8,38.0
20195160,1.83,33.7
20195161,3.375,36.8
20195162,1.635,33.1
20195163,1.84,34.4
20195164,1.25,27.2
20195165,2.5,36.1
20195166,2.925,37.8
20195167,4.425,42.3
20195168,5.53,46.9
20195169,5.275,47.0
20195170,4.95,47.0
20195171,4.0,37.0
20195172,1.72,37.1
20195173,3.79,42.0
20195174,7.75,48.8
20195175,1.465,28.0
20195176,2.11,31.6
20195177,2.18,34.3
20195178,3.7,35.6
20195179,3.3,38.5
20195180,19.0,68.3
20195181,5.49,48.5
20195182,4.31,37.5
20195183,3.695,39.0
20195184,6.5,49.5
20195185,1.96,33.2
20195186,2.4,45.0
20195187,8.2,50.6
20195188,5.035,45.4
20195189,3.81,41.0
20195190,3.14,38.1
20195191,2.84,38.5
20195192,1.5,28.6
20195193,5.43,49.1
20195194,6.875,48.8
20195195,2.45,36.0
20195196,4.15,37.6
20195197,6.125,56.0
20195198,3.0,38.5
20195199,4.5,37.2
20195200,2.51,41.2
20195201,6.8,49.6
20195202,5.625,47.7
20195203,5.85,43.5
20195204,3.45,36.0
20195205,4.0,35.6
20195206,7.85,51.1
20195207,3.875,40.5
20195208,5.41,51.0
20195209,1.015,28.2
20195210,1.5,26.6
20195211,4.325,44.5
20195212,11.35,52.5
20195213,7.8,52.5
20195214,4.91,43.5
20195215,3.8,42.6
20195216,9.5,55.1
20195217,1.875,34.8
20195218,4.5,43.8
20195219,2.75,35.2
20195220,2.05,31.0
20195221,4.85,47.0
20195222,1.43,31.6
20195223,4.09,41.4
20195224,2.8,36.5
20195225,3.55,35.2
20195226,5.0,44.0
20195227,1.0,26.7
20195228,2.53,35.1
20195229,1.725,29.3
20195230,2.5,34.7
20195231,1.93,32.0
20195232,1.75,31.5
20195233,2.125,38.5
20195234,3.125,37.5
20195235,2.15,32.8
20195236,5.25,42.6
20195237,4.555,44.4
20195238,1.47,33.9
20195239,4.555,47.4
20195240,2.66,32.4
20195241,5.75,46.0
20195242,4.145,41.9
20195243,2.085,35.1
20195244,4.75,43.5
20195245,4.235,45.0
20195246,2.055,34.5
20195247,2.24,30.6
20195248,2.75,36.3
20195249,2.275,35.8
20195250,2.55,37.5
20195251,8.0,51.3
20195252,3.79,43.1
20195253,4.74,44.1
20195254,2.25,32.3
20195255,8.44,58.0
20195256,3.125,34.9
20195257,1.75,29.6
20195258,3.305,41.0
20195259,2.485,35.5
20195260,1.01,28.0
20195261,5.0,45.3
20195262,4.25,47.7
20195263,4.375,41.9
20195264,4.75,46.1
20195265,1.555,29.7
20195266,4.11,45.2
20195267,4.09,43.5
20195268,3.7,40.5
20195269,3.895,42.7
20195270,4.875,44.2
20195271,4.4,43.0
20195272,3.585,39.8
20195273,19.75,79.2
20195274,7.25,50.2
20195275,3.65,34.2
20195276,4.13,37.5
20195277,4.88,45.5
20195278,2.125,33.2
20195279,3.425,40.3
20195280,1.585,31.5
20195281,1.895,32.2
20195282,4.06,43.5
20195283,1.0,26.5
20195284,17.6,65.0
20195285,11.5,65.2
20195286,3.0,32.2
20195287,1.7,32.5
20195288,3.5,37.0
20195289,7.25,52.8
20195290,1.835,28.0
20195291,4.5,44.5
20195292,3.3,38.0
20195293,1.25,24.5
20195294,2.25,35.7
20195295,4.275,45.0
20195296,2.29,35.0
20195297,2.24,34.9
20195298,3.75,45.8
20195299,4.54,44.5
20195300,3.13,34.7
20195301,1.17,29.7
20195302,2.575,41.2
20195303,1.81,35.6
20195304,3.52,44.5
20195305,3.25,44.7
20195306,7.92,59.3
20195307,3.25,33.6
20195308,2.5,35.2
20195309,5.0,44.4
20195310,1.79,31.2
20195311,2.385,35.0
20195312,2.15,31.4
20195313,7.5,51.8
20195314,3.25,39.6
20195315,2.11,36.6
20195316,6.0,47.8
20195317,1.06,26.3
20195318,1.125,21.7
20195319,3.59,43.0
20195320,6.3,40.2
20195321,5.25,43.3
20195322,2.37,35.0
20195323,8.85,54.1
20195324,4.61,43.5
20195325,1.535,29.5
20195326,6.0,47.7
20195327,3.465,38.5
20195328,3.75,41.6
20195329,1.51,28.5
20195330,1.89,30.9
20195331,6.875,49.9
20195332,2.62,38.0
20195333,2.055,32.0
20195334,2.75,37.4
20195335,7.125,52.4
20195336,3.055,41.2
20195337,4.125,35.8
20195338,5.26,42.0
20195339,8.91,58.0
20195340,4.55,36.5
20195341,6.2,47.1
20195342,2.9,34.5
20195343,2.0,35.7
20195344,1.735,34.0
20195345,3.225,33.6
20195346,3.525,40.4
20195347,1.45,36.4
20195348,4.45,37.0
20195349,4.7,44.3
20195350,3.0,47.0
20195351,5.2,39.1
20195352,1.64,30.0
20195353,4.435,43.8
20195354,2.925,39.8
20195355,3.31,41.2
20195356,3.425,42.0
20195357,1.375,25.7
20195358,3.125,38.1
20195359,2.125,33.3
20195360,1.78,37.5
20195361,4.0,40.5
20195362,1.48,28.5
20195363,5.075,49.9
20195364,2.625,36.3
20195365,1.645,31.0
20195366,9.43,60.9
20195367,4.53,54.5
20195368,2.55,33.0
20195369,1.4,27.9
20195370,3.25,31.9
20195371,4.825,45.5
20195372,7.5,53.5
20195373,1.845,36.6
20195374,3.27,40.9
20195375,1.045,29.0
20195376,2.625,34.5
20195377,4.65,43.8
20195378,1.75,33.5
20195379,2.75,39.1
20195380,4.625,41.2
20195381,1.795,29.5
20195382,3.325,42.3
20195383,5.375,45.8
20195384,4.0,37.7
20195385,2.5,37.8
20195386,4.5,46.0
20195387,1.33,30.0
20195388,4.7,36.8
20195389,7.275,61.3
20195390,4.5,47.4
20195391,2.175,36.0
20195392,2.0,37.5
20195393,5.54,50.5
20195394,2.4,32.7
20195395,1.875,31.1
20195396,3.1,36.0
20195397,3.75,38.0
20195398,1.35,26.2
20195399,3.75,41.6
20195400,3.76,37.0
20195401,7.375,60.0
20195402,1.35,28.1
20195403,1.6,32.0
20195404,3.125,40.5
20195405,1.8,31.0
20195406,1.25,28.7
20195407,4.725,40.4
20195408,9.0,52.5
20195409,1.34,28.5
20195410,6.5,51.7
20195411,4.23,41.9
20195412,2.875,36.2
20195413,3.25,38.7
20195414,6.5,48.0
20195415,3.5,38.6
20195416,1.8,21.3
20195417,3.875,38.3
20195418,4.0,45.8
20195419,2.135,34.5
20195420,3.61,38.0
20195421,5.0,45.1
20195422,4.05,44.2
20195423,1.0,26.6
20195424,3.12,33.7
20195425,6.875,49.0
20195426,4.665,57.0
20195427,7.08,54.0
20195428,4.24,45.2
20195429,7.21,46.9
20195430,5.68,49.0
20195431,5.75,48.0
20195432,1.05,22.7
20195433,4.05,36.4
20195434,2.9,32.4
20195435,1.125,29.9
20195436,3.49,40.3
20195437,5.92,46.0
20195438,4.735,47.5
20195439,1.95,35.3
20195440,3.25,43.8
20195441,1.25,22.1
20195442,1.7,31.0
20195443,4.375,44.5
20195444,3.29,39.5
20195445,2.75,34.7
20195446,7.08,56.5
20195447,2.4,34.2
20195448,1.705,28.2
20195449,2.3,36.0
20195450,1.65,29.4
20195451,1.825,29.8
20195452,6.75,57.2
20195453,3.0,36.0
20195454,3.25,34.6
20195455,1.66,31.8
20195456,3.0,38.8
20195457,3.425,37.1
20195458,2.0,39.2
20195459,2.0,32.5
20195460,5.125,45.0
20195461,3.45,42.3
20195462,4.37,44.2
20195463,2.12,32.5
20195464,3.625,39.6
20195465,2.77,35.2
20195466,1.7,28.8
20195467,9.0,53.3
20195468,3.735,38.3
20195469,2.5,34.2
20195470,7.94,58.5
20195471,3.7,44.6
20195472,2.0,32.4
20195473,4.465,45.5
20195474,6.095,45.7
20195475,2.0,33.3
20195476,9.085,66.0
20195477,2.45,34.6
20195478,2.455,36.2
20195479,2.09,34.4
20195480,6.0,46.6
20195481,1.805,31.5
20195482,4.25,45.4
20195483,2.05,35.5
20195484,2.905,39.7
20195485,1.74,31.9
20195486,2.75,33.7
20195487,1.3,29.7
20195488,2.0,31.7
20195489,2.75,39.1
20195490,1.695,32.1
20195491,3.04,41.0
20195492,8.88,54.6
20195493,8.2,52.3
20195494,2.625,39.5
20195495,4.55,45.0
20195496,2.305,34.3
20195497,19.5,73.1
20195498,3.735,41.5
20195499,1.75,34.5
20195500,4.75,42.3
20195501,4.0,39.5
20195502,7.25,51.6
20195503,1.39,32.0
20195504,2.8,32.8
20195505,4.45,39.2
20195506,2.45,36.7
20195507,9.575,61.6
20195508,1.385,30.2
20195509,4.36,42.8
20195510,10.99,66.5
20195511,1.14,29.5
20195512,1.75,31.6
20195513,1.9,27.4
20195514,1.25,28.4
20195515,2.25,37.8
20195516,4.695,42.2
20195517,5.235,46.2
20195518,2.375,32.4
20195519,4.795,42.6
20195520,3.29,35.4
20195521,2.375,48.0
20195522,4.25,43.0
20195523,1.0,28.5
20195524,1.1,28.5
20195525,2.25,41.5
20195526,1.78,33.6
20195527,3.45,35.3
20195528,8.125,60.4
20195529,2.0,28.0
20195530,16.5,60.5
20195531,6.11,56.1
20195532,4.165,47.6
20195533,3.865,41.0
20195534,16.25,64.5
20195535,12.5,67.7
20195536,4.56,43.2
20195537,3.5,47.2
20195538,4.85,38.0
20195539,2.625,43.6
20195540,5.625,47.0
20195541,3.0,40.4
20195542,4.95,44.8
20195543,6.5,49.0
20195544,7.905,52.5
20195545,2.5,37.2
20195546,8.0,51.0
20195547,3.6,41.0
20195548,3.235,40.6
20195549,5.5,47.2
20195550,7.55,49.7
20195551,1.69,29.5
20195552,2.11,33.6
20195553,2.89,42.7
20195554,3.195,39.0
20195555,4.05,43.5
20195556,2.1,37.6
20195557,5.0,44.4
20195558,4.975,48.3
20195559,3.45,44.0
20195560,5.51,47.8
20195561,4.75,44.6
20195562,4.0,41.9
20195563,6.35,48.5
20195564,3.45,34.8
20195565,2.09,35.2
20195566,6.5,39.2
20195567,5.84,46.1
20195568,2.895,40.0
20195569,1.25,27.2
20195570,4.5,43.2
20195571,4.0,42.4
20195572,1.75,32.0
20195573,4.185,41.0
20195574,3.74,41.0
20195575,6.5,48.1
20195576,4.4,39.5
20195577,2.75,33.7
20195578,5.9,47.3
20195579,3.25,44.3
20195580,1.9,28.5
20195581,3.53,41.8
20195582,2.76,33.7
20195583,2.23,34.0
20195584,2.26,36.0
20195585,5.49,49.0
20195586,3.605,36.7
20195587,1.145,31.0
20195588,2.145,35.8
20195589,7.3,50.0
20195590,3.5,35.5
20195591,3.07,39.5
20195592,2.0,28.8
20195593,1.935,32.2
20195594,2.505,33.6
20195595,3.28,38.9
20195596,3.0,34.2
20195597,2.25,35.7
20195598,4.595,42.0
20195599,12.25,70.5
20195600,1.8,30.5
20195601,1.95,29.3
20195602,3.81,43.3
20195603,6.28,47.5
20195604,1.05,21.0
20195605,2.625,36.0
20195606,2.625,39.4
20195607,3.25,32.8
20195608,4.125,44.6
20195609,4.265,45.0
20195610,5.375,47.6
20195611,4.675,43.5
20195612,11.35,52.7
20195613,3.275,40.5
20195614,5.5,45.1
20195615,3.9,43.5
20195616,1.84,33.8
20195617,2.685,36.5
20195618,5.0,46.5
20195619,4.14,41.7
20195620,4.475,44.0
20195621,1.5,24.8
20195622,1.57,33.0
20195623,2.5,34.0
20195624,5.75,47.7
20195625,4.635,44.0
20195626,5.465,49.2
20195627,2.25,33.2
20195628,2.68,37.8
20195629,2.25,38.0
20195630,6.0,54.0
20195631,12.75,59.2
20195632,2.185,36.8
20195633,1.375,30.8
20195634,3.275,39.5
20195635,2.11,32.4
20195636,1.44,31.0
20195637,3.255,41.2
20195638,6.625,48.0
20195639,2.415,37.5
20195640,1.765,30.3
20195641,4.75,36.7
20195642,2.0,31.0
20195643,1.56,27.5
20195644,5.425,44.5
20195645,5.7,49.0
20195646,5.33,45.9
20195647,1.45,28.0
20195648,5.5,47.9
20195649,1.22,29.0
20195650,2.125,33.3
20195651,6.375,47.2
20195652,5.75,42.4
20195653,5.875,46.9
20195654,5.75,50.2
20195655,4.05,42.0
20195656,1.375,28.1
20195657,4.385,58.1
20195658,3.225,41.4
20195659,1.61,29.0
20195660,2.505,33.7
20195661,5.325,39.6
20195662,1.0,28.0
20195663,4.25,42.0
20195664,1.645,34.0
20195665,1.415,23.2
20195666,3.73,40.5
20195667,3.845,37.0
20195668,3.05,37.6
20195669,6.325,49.4
20195670,4.33,41.5
20195671,4.625,44.2
20195672,4.375,40.6
20195673,1.025,22.9
20195674,3.825,49.5
20195675,4.74,45.5
20195676,2.365,35.2
20195677,2.78,36.0
20195678,4.15,42.5
20195679,2.55,33.2
20195680,3.79,41.7
20195681,2.855,38.6
20195682,1.375,31.7
20195683,12.5,66.5
20195684,7.375,48.7
20195685,3.6,36.6
20195686,3.615,39.8
20195687,1.95,32.1
20195688,2.625,33.6
20195689,7.375,51.9
20195690,6.005,49.5
20195691,2.85,39.8
20195692,2.43,34.0
20195693,2.2,34.6
20195694,2.25,34.7
20195695,3.985,43.7
20195696,2.645,37.6
20195697,1.04,21.5
20195698,2.1,30.5
20195699,1.945,33.0
20195700,3.3,38.2
20195701,2.5,33.5
20195702,4.05,42.3
20195703,4.87,44.0
20195704,5.625,46.3
20195705,3.125,37.1
20195706,4.045,51.6
20195707,4.425,44.4
20195708,1.55,30.0
20195709,6.25,48.7
20195710,3.61,40.7
20195711,1.795,30.2
20195712,5.25,47.0
20195713,1.005,21.9
20195714,4.45,45.4
20195715,3.88,40.5
20195716,3.825,47.6
20195717,4.725,49.5
20195718,1.005,31.4
20195719,4.65,37.6
20195720,3.025,40.5
20195721,4.75,49.3
20195722,7.75,53.0
20195723,3.115,39.7
20195724,9.0,60.0
20195725,8.0,51.0
20195726,2.725,39.2
20195727,10.5,53.0
20195728,1.99,32.4
20195729,2.84,34.9
20195730,1.695,30.1
20195731,3.725,39.8
20195732,1.785,30.4
20195733,3.25,37.7
20195734,6.05,47.0
20195735,3.565,39.4
20195736,3.25,34.2
20195737,7.25,51.0
20195738,3.5,51.0
20195739,7.25,55.1
20195740,3.75,47.5
20195741,5.0,37.5
20195742,3.945,39.9
20195743,1.92,31.4
20195744,4.7,39.0
20195745,5.15,45.5
20195746,2.36,34.0
20195747,1.93,31.8
20195748,7.625,47.7
20195749,4.7,40.0
20195750,1.87,31.4
20195751,2.75,33.0
20195752,3.165,38.6
20195753,7.0,49.1
20195754,1.025,28.6
20195755,2.225,38.5
20195756,5.05,41.7
20195757,3.71,40.9
20195758,4.38,43.5
20195759,2.5,37.0
20195760,1.24,30.0
20195761,1.74,32.2
20195762,3.35,35.3
20195763,4.145,39.8
20195764,5.405,43.7
20195765,2.68,32.7
20195766,3.465,43.6
20195767,6.25,47.3
20195768,4.19,48.8
20195769,5.56,48.9
20195770,3.59,41.1
20195771,1.75,32.0
20195772,5.075,41.0
20195773,2.52,37.3
20195774,5.825,44.0
20195775,1.49,31.5
20195776,1.875,34.4
20195777,3.25,42.6
20195778,2.63,37.0
20195779,1.665,30.3
20195780,1.865,31.2
20195781,3.45,34.5
20195782,1.25,28.1
20195783,4.75,46.0
20195784,3.5,42.4
20195785,2.53,36.0
20195786,3.05,38.2
20195787,1.625,30.5
20195788,3.475,45.0
20195789,9.25,55.0
20195790,3.125,34.6
20195791,4.05,41.0
20195792,3.0,33.1
20195793,1.82,32.9
20195794,1.85,28.3
20195795,2.3,34.9
20195796,3.625,35.7
20195797,4.25,42.7
20195798,7.25,50.1
20195799,2.415,37.0
20195800,1.545,35.0
20195801,3.0,33.1
20195802,2.035,34.0
20195803,1.975,31.0
20195804,3.425,34.5
20195805,3.325,49.5
20195806,6.425,52.0
20195807,1.04,25.0
20195808,3.06,41.0
20195809,4.285,44.0
20195810,8.15,51.0
20195811,1.5,32.3
20195812,2.445,33.5
20195813,1.225,29.8
20195814,3.96,46.6
20195815,16.75,70.0
20195816,5.75,50.0
20195817,1.625,31.2
20195818,5.375,45.9
